-1.68434  0
-1.62032  1
-1.5563  2
-1.49229  1
-1.42827  3
-1.36425  0
-1.30023  3
-1.23621  4
-1.17219  5
-1.10817  10
-1.04415  8
-0.980134  7
-0.916115  7
-0.852096  7
-0.788077  13
-0.724059  10
-0.66004  14
-0.596021  14
-0.532002  26
-0.467983  16
-0.403964  29
-0.339945  30
-0.275926  20
-0.211907  28
-0.147888  36
-0.083869  27
-0.01985  31
0.044169  31
0.108188  40
0.172207  56
0.236226  52
0.300245  45
0.364264  53
0.428283  60
0.492302  60
0.556321  71
0.62034  86
0.684359  70
0.748377  91
0.812396  91
0.876415  81
0.940434  78
1.00445  84
1.06847  92
1.13249  94
1.19651  99
1.26053  91
1.32455  108
1.38857  84
1.45259  88
1.5166  93
1.58062  99
1.64464  97
1.70866  100
1.77268  96
1.8367  87
1.90072  60
1.96474  94
2.02876  96
2.09278  94
2.15679  64
2.22081  80
2.28483  83
2.34885  69
2.41287  82
2.47689  65
2.54091  64
2.60493  56
2.66895  47
2.73297  38
2.79698  48
2.861  49
2.92502  37
2.98904  33
3.05306  27
3.11708  39
3.1811  27
3.24512  33
3.30914  21
3.37315  21
3.43717  28
3.50119  18
3.56521  14
3.62923  8
3.69325  12
3.75727  13
3.82129  14
3.88531  8
3.94933  9
4.01334  6
4.07736  2
4.14138  7
4.2054  2
4.26942  7
4.33344  1
4.39746  4
4.46148  2
4.5255  1
4.58951  0
