 3.253935   93.500363    2.904860    5.171954      3.792578      2.720799     -1.704384      5.967481      8.214977     -1.239655     16.025173     -6.298442
 0.736257   93.186834    3.583449    1.859306     18.209718      0.930517     -1.281299      3.685192      9.682572     -1.224507     16.045133     -4.539281
 2.634412   92.783487    3.548977    3.561746      4.265512      2.315083     -0.714874      1.124170     11.258187     -1.165833     15.345420     -2.885801
 3.086909   94.202684    2.606774    3.291628      5.264010      4.561483     -1.699101      0.305644     10.128452     -1.007974     16.030117     -7.421831
 2.430451   94.157908    7.553286    2.825728      5.966297      1.123238     -1.973537      8.374684      9.091710     -1.306421     15.649685     -5.181292
 2.288510   93.980157    2.548485    2.782461      4.045141      3.643824     -0.986998      5.993539      7.494091     -1.202134     15.591436     -5.601215
 2.314389   91.577182    2.188812    2.094597     12.561002      2.242752     -1.700615      4.815799      7.019325     -1.651773     15.226651     -4.589626
-0.215128   91.665501    2.308237    3.875097      3.314598      1.188311     -1.496522      3.639873     10.524183     -1.118024     15.692533     -3.636171
 4.148633   90.587237    3.343670    5.163171      5.512760      2.269292     -0.084828      4.059819      7.446648     -1.325966     15.765758     -8.980883
 1.654821   92.968500    3.217726    2.763010      3.902298      3.635018     -1.693195      0.368800      7.097771     -1.144958     16.433065      1.978562
