 3.253935   93.500363    2.904860    5.171954      3.792578      2.720799     -1.704384      5.967481      8.214977     -1.239655     16.025173     -6.298442
 0.736257   93.186834    3.583449    1.859306     18.209718      0.930517     -1.281299      3.685192      9.682572     -1.224507     16.045133     -4.539281
 2.634412   92.783487    3.548977    3.561746      4.265512      2.315083     -0.714874      1.124170     11.258187     -1.165833     15.345420     -2.885801
 3.086909   94.202684    2.606774    3.291628      5.264010      4.561483     -1.699101      0.305644     10.128452     -1.007974     16.030117     -7.421831
 2.430451   94.157908    7.553286    2.825728      5.966297      1.123238     -1.973537      8.374684      9.091710     -1.306421     15.649685     -5.181292
 2.288510   93.980157    2.548485    2.782461      4.045141      3.643824     -0.986998      5.993539      7.494091     -1.202134     15.591436     -5.601215
 2.314389   91.577182    2.188812    2.094597     12.561002      2.242752     -1.700615      4.815799      7.019325     -1.651773     15.226651     -4.589626
-0.215128   91.665501    2.308237    3.875097      3.314598      1.188311     -1.496522      3.639873     10.524183     -1.118024     15.692533     -3.636171
 4.148633   90.587237    3.343670    5.163171      5.512760      2.269292     -0.084828      4.059819      7.446648     -1.325966     15.765758     -8.980883
 1.654821   92.968500    3.217726    2.763010      3.902298      3.635018     -1.693195      0.368800      7.097771     -1.144958     16.433065      1.978562
 0.545137   93.100161    1.931363    4.221217      4.063684      2.595539     -1.707112      6.573819      9.119312     -1.065985     15.822549     -4.245879
 2.713243   94.024596    6.395260    2.730064     24.062486     -0.389197     -1.668442      7.584706      6.926710     -1.321409     16.127864     -4.311476
 1.918275   93.965380    2.725367    2.628064      3.627568      2.100059     -0.745829      2.932812      9.617027     -1.515832     16.608980     -7.303239
 3.256088   94.907031    3.317464    4.811013      3.912896      0.027478     -0.274399      3.994878     10.028736     -1.143341     15.622486     -4.095319
 0.840902   94.384891    1.858907    3.299125      3.790372      2.020934     -2.386409      4.083926      8.200665     -2.103823     16.151485     -7.913569
 0.518438   93.219594    5.734032    2.758795      4.507877      2.339120     -0.997462     -3.749879      9.457044     -1.454008     15.935420     -3.528536
 3.385095   93.515589    6.947498    2.798935      3.914288      5.430645     -0.837284      8.184368      8.943841     -1.280428     15.383574     -7.071138
 0.330646   100.899426    1.899283    2.783291      4.641448      1.959684      0.017983      5.942374      9.013074     -1.412748     16.533216     -6.344070
 1.738933   91.907183    3.584206    4.727113      3.568376      4.667853     -0.126424     -2.953127      8.552075     -0.143201     15.902876     -5.019868
 1.313758   97.512860    3.821377    1.827186      3.010940      2.306366     -0.838407      9.164085      7.175346     -1.201973     16.093011     -6.054978
 3.246572   98.489754    2.434145    4.828957      6.077352      1.626655     -2.064359      8.602651      9.832432     17.732245     15.476162     -6.421798
 0.511745   94.935633    3.656736    2.657636      5.078624      1.603661     -1.699362      1.981015     10.202460     -1.169503     16.040669     -1.512917
 2.084461   95.917560    7.733102    2.934671      8.441076      2.012402     -0.522111      6.094769     10.443319      0.509369     15.334410     -4.077863
 0.218103   86.895488   12.792370    4.020211      3.628794      0.928060     -0.643663      3.858671     13.103968     -1.374509     15.980776     -2.882712
 1.184711   97.600227    2.415573    2.910055      4.487590      2.896843     -0.990319      3.060728      8.826016     -1.300548     16.031327     -5.935700
 0.716169   98.898270    2.600688    5.766523      7.207466      1.490071     -0.163173     10.943108      9.937643     -1.235460     16.165355    -10.093546
 0.831569   90.955217    4.641475    1.745529     17.117588      2.787971     -1.778966      3.923453      7.734968     -1.120425     16.389956     -8.228233
 0.996310   96.155830   26.728618    3.051176      3.290643      1.392101     -1.485289      2.873058      8.746274     -0.956572     16.319798     -2.478062
 1.640798   93.717035   14.414617    2.698561     13.062992      0.156183     -0.495188      7.978749      9.870340     -2.502461     16.872844     -5.697825
-1.041324   95.273551    5.848862    3.662670      5.922153      0.607345     -1.126077      9.159405      9.146001     -1.034850     17.093674     -6.820864
 0.470958   89.480439    7.499227    3.363612      4.015372      1.588866     -0.845168      1.689922     10.160509     -0.729537     15.558154     -8.154742
 0.930514   91.007649    7.049802    3.670152      4.179921     -0.255910     -0.475069      0.531043      9.693886     -1.257933     15.179368     -7.631725
 0.826863   89.759881    6.372920    2.272385      4.084503      2.047020     -0.697152      4.791142     12.132876     -1.228076     16.513362     -3.221948
