1.5319  2.1208  4.6885
2.3127  1.2881  1.8642
1.5077  2.5363  2.7659
1.9217  2.0314  4.6509
3.0572  2.9027  2.8862
3.0539  1.5073  5.3213
2.9963  2.7690  2.7779
2.9556  2.1761  4.5024
2.5424  2.3358  4.3165
1.5323  1.9334  4.8689
1.4140  3.4819  3.9598
2.1994  2.4745  5.9357
3.7423  2.1819  5.2228
2.1531  3.2344  1.5820
1.7580  2.0157  5.5595
2.1166  2.6301  4.4152
3.9767  2.5102  1.9285
2.8190  2.3169  3.3352
3.9455  1.3678  4.0844
3.8175  2.2995  3.2220
4.2256  2.0625  4.2901
3.4876  1.9529  4.8964
3.1234  3.3433  4.4392
1.5411  0.8688  3.5568
2.3366  1.7297  4.1891
3.7911  2.3667  3.9088
0.3680  3.6388  3.1336
2.9795  2.3105  5.5564
4.0592  2.5506  5.0183
3.4494  2.4799  3.8612
2.1990  2.7371  4.4583
3.3496  1.7117  1.7978
3.7378  2.2198  3.4064
4.3607  2.0007  4.3538
4.5555  3.1069  4.8794
2.2484  2.9631  4.6005
3.1792  4.4121  4.3067
1.4556  3.2623  2.8402
3.0395  3.2550  4.6186
2.4595  2.3295  4.1324
2.3711  2.6146  4.8795
2.6064  2.2565  2.2917
4.4144  1.0885  2.1155
2.2371  3.3036  4.2059
2.8645  2.1107  2.4805
1.8342  2.1282  5.2843
1.8258  2.4565  6.7542
2.3728  2.2836  4.8542
2.2704  2.2648  4.1441
1.9107  1.5556  4.5101
3.4239  2.8696  3.7844
3.4470  2.8818  4.0997
4.0548  2.5458  3.9569
3.7873  1.9415  3.5030
1.6949  2.7131  2.1402
1.3372  2.1613  3.0987
1.1012  2.2242  5.9062
3.3945  2.1513  4.6241
3.9065  1.9893  3.1897
2.4722  1.6109  3.5491
5.7524  2.5847  4.4955
2.7209  2.3445  4.3133
3.2250  2.8554  4.2303
3.4251  2.7526  3.4030
2.1637  3.3446  2.2907
3.8762  3.2331  4.5315
2.4317  2.1297  5.2323
3.3172  3.6336  4.3501
2.2745  1.6330  2.1674
3.0482  2.7250  3.5815
4.2251  3.8120  3.5615
3.3294  3.9174  3.6923
3.6145  2.4573  2.6262
3.1198  2.4959  4.7436
3.3694  1.8557  4.3332
3.6212  2.6930  3.5647
3.7023  2.7700  4.1790
1.7743  2.7678  4.5365
1.4080  2.3878  2.8738
0.8306  2.0510  3.6046
2.9448  1.9302  3.9666
2.5654  1.7837  5.6700
2.7081  1.7932  3.3785
3.7118  3.2519  4.5587
4.0826  1.9183  5.0931
3.1652  3.0391  5.1143
4.0896  2.7198  4.2363
1.8172  2.9780  3.9406
2.2869  2.7763  3.1462
2.1822  2.8120  5.1440
4.9183  3.2941  3.6765
2.4189  3.5719  5.5194
4.5951  2.0516  4.6429
1.7724  2.3820  3.9357
2.2442  1.7852  6.0824
3.7049  3.9519  2.9254
4.7395  2.7690  3.8234
0.8120  3.4139  3.7604
3.6554  2.3347  3.0790
1.5695  4.4113  3.8526
4.8028  1.6815  3.6984
2.0042  2.2823  3.5216
2.7795  0.5096  2.3636
5.0017  2.9577  2.6573
2.4091  1.7832  4.0354
3.2731  2.4157  4.2589
3.6666  2.3283  4.0580
1.8441  1.1343  4.3654
2.9498  2.0190  4.1418
1.9130  1.7434  3.2351
3.1427  2.3585  5.0229
2.8977  2.7054  1.6323
5.4510  2.6030  3.6813
3.4309  2.9442  4.3943
3.8900  1.7168  3.8384
4.0236  2.0419  4.9583
2.4226  3.8497  4.5696
4.9874  3.1545  4.0004
3.4996  2.3459  3.2382
2.6984  1.9542  2.7212
1.5478  1.8302  4.5739
3.3257  3.2533  3.3303
2.5494  2.8801  3.9645
3.6195  3.3042  3.1436
2.6700  2.8502  5.6114
2.5280  2.6877  4.5943
1.0477  3.1740  6.0426
3.8886  2.4943  3.1122
2.2859  2.2400  4.3039
3.1010  3.4008  5.5776
2.6563  3.0478  4.0386
2.8568  1.4265  2.6342
2.4904  2.2519  4.2012
3.4580  3.3606  2.6951
3.3619  2.6817  3.9019
3.0514  1.8569  3.6954
2.4734  2.5923  1.3528
3.2865  2.4005  2.7905
3.1488  2.1154  1.4736
3.0078  2.5185  5.0637
1.8825  3.4840  4.4327
3.2719  2.1056  4.4567
1.9760  3.3925  2.4543
3.5452  2.7175  3.2474
2.0082  0.9952  3.6761
3.6971  1.9022  5.6941
1.1785  2.2544  2.8540
4.0066  3.6609  4.2006
2.9097  0.7216  3.6796
4.7202  2.4864  4.3409
3.5746  2.1633  5.3681
2.8177  3.6223  3.3873
